dest room,bill room,date,time,#orders,menu id
restaurant,L44,16-02-02,1:39:00 AM,2,5
restaurant,L44,16-02-02,9:58:00 PM,1,10
restaurant,S167,16-01-13,10:18:00 AM,1,7
restaurant,L36,16-01-07,2:09:00 PM,1,14
L36,L36,16-01-07,11:10:00 AM,1,15
restaurant,L66,16-03-17,6:44:00 PM,2,9
restaurant,L66,16-03-16,7:39:00 PM,1,10
restaurant,L43,16-04-02,5:32:00 AM,1,2
restaurant,L26,16-03-02,8:09:00 AM,1,7
restaurant,L26,16-03-02,1:25:00 AM,4,7
S155,S155,16-02-12,6:34:00 PM,5,10
restaurant,L57,16-03-30,2:53:00 AM,4,13
restaurant,L57,16-03-25,7:02:00 PM,1,12
restaurant,L57,16-03-27,11:46:00 AM,2,2
restaurant,L66,16-03-29,9:25:00 AM,5,15
S125,S125,16-02-08,11:48:00 PM,5,6
restaurant,L42,16-01-18,9:27:00 AM,2,14
restaurant,S187,16-01-09,9:24:00 AM,2,7
S188,S188,16-01-07,4:32:00 AM,1,3
restaurant,S189,16-01-10,2:39:00 AM,1,7
restaurant,L67,16-03-06,3:09:00 PM,3,2
L67,L67,16-03-08,3:09:00 AM,1,4
restaurant,L67,16-03-08,8:07:00 PM,2,12
restaurant,L68,16-03-03,5:03:00 AM,2,12
restaurant,L68,16-03-08,2:20:00 AM,2,1
restaurant,L68,16-03-03,5:54:00 PM,2,12
L68,L68,16-03-07,2:44:00 AM,2,7
restaurant,S127,16-02-14,2:59:00 AM,4,12
S127,S127,16-02-07,3:37:00 AM,1,3
restaurant,S127,16-02-09,6:37:00 AM,5,6
S128,S128,16-02-14,12:47:00 AM,1,7
S129,S129,16-02-10,7:35:00 PM,5,5
restaurant,S131,16-03-22,10:44:00 AM,5,6
restaurant,S131,16-02-07,9:42:00 PM,3,4
restaurant,L57,16-02-01,10:39:00 PM,2,12
L57,L57,16-02-08,2:53:00 AM,2,12
restaurant,L57,16-02-04,11:24:00 PM,5,15
L57,L57,16-02-03,6:29:00 PM,1,1
L57,L57,16-02-09,7:27:00 PM,4,1
L57,L57,16-02-12,5:45:00 AM,5,15
L57,L57,16-02-10,5:39:00 PM,3,4
L57,L57,16-02-08,3:01:00 PM,1,9
restaurant,L44,16-03-29,9:59:00 PM,3,1
L44,L44,16-03-25,8:03:00 PM,5,11
restaurant,L44,16-03-31,11:23:00 PM,1,4
L44,L44,16-03-28,6:40:00 AM,1,11
restaurant,L44,16-03-24,2:23:00 PM,2,7
L66,L66,16-01-13,2:55:00 AM,5,13
S116,S116,16-02-29,11:08:00 PM,4,15
S118,S118,16-02-26,6:15:00 AM,2,0
restaurant,S119,16-02-25,11:59:00 AM,1,14
restaurant,L58,16-02-24,5:01:00 AM,2,13
L58,L58,16-02-21,3:57:00 PM,3,9
restaurant,S133,16-02-07,7:56:00 AM,3,14
restaurant,S134,16-02-06,8:30:00 AM,5,5
L25,L25,16-01-02,1:40:00 AM,3,8
L27,L27,16-03-01,11:35:00 AM,3,10
L27,L27,16-02-29,7:08:00 PM,5,1
restaurant,L28,16-03-03,3:22:00 AM,4,6
L28,L28,16-03-03,10:09:00 AM,2,2
restaurant,L56,16-03-20,3:25:00 PM,3,8
L56,L56,16-03-23,12:51:00 AM,1,10
L56,L56,16-03-20,10:37:00 PM,2,2
L65,L65,16-01-23,5:02:00 PM,1,8
L65,L65,16-01-20,4:29:00 PM,2,12
restaurant,L66,16-01-20,11:58:00 PM,3,6
S130,S130,16-01-28,11:32:00 PM,1,1
S131,S131,16-01-30,6:44:00 AM,2,0
S132,S132,16-01-28,11:13:00 AM,4,14
S143,S143,16-02-04,2:43:00 AM,3,4
restaurant,S144,16-02-03,10:33:00 PM,2,15
restaurant,L37,16-03-12,2:52:00 PM,4,10
restaurant,S110,16-04-01,10:02:00 AM,4,11
restaurant,S131,16-01-15,1:21:00 PM,5,5
restaurant,S168,16-01-10,1:23:00 PM,1,6
restaurant,S169,16-01-10,5:43:00 AM,2,7
S135,S135,16-03-05,11:13:00 PM,5,4
restaurant,S136,16-03-06,2:31:00 PM,1,2
L67,L67,16-01-24,2:17:00 PM,4,5
restaurant,S170,16-01-11,6:08:00 PM,5,9
S171,S171,16-01-13,2:02:00 AM,5,10
restaurant,S87,16-02-18,9:58:00 PM,4,7
S88,S88,16-02-16,12:38:00 PM,3,15
S90,S90,16-02-18,2:00:00 AM,3,9
restaurant,S91,16-02-15,7:18:00 AM,5,12
L45,L45,16-04-07,10:50:00 PM,1,3
restaurant,L45,16-04-06,7:02:00 PM,5,4
L45,L45,16-04-01,2:23:00 PM,3,3
restaurant,L45,16-04-02,5:14:00 AM,5,5
restaurant,L46,16-03-31,4:28:00 PM,1,13
restaurant,L46,16-04-01,4:07:00 PM,3,14
restaurant,L46,16-03-30,10:29:00 PM,4,15
restaurant,L46,16-03-30,9:31:00 PM,2,15
restaurant,S93,16-02-16,6:43:00 PM,2,3
restaurant,L38,16-01-06,3:41:00 PM,3,14
restaurant,L38,16-01-13,3:56:00 PM,5,6
restaurant,S137,16-03-07,3:28:00 PM,1,2
restaurant,S138,16-03-07,4:24:00 PM,3,8
restaurant,S29,16-02-11,2:41:00 AM,2,8
restaurant,L52,16-02-27,9:11:00 AM,1,6
restaurant,L52,16-02-24,7:30:00 PM,1,10
L57,L57,16-03-23,4:13:00 AM,3,14
restaurant,L67,16-01-13,9:39:00 PM,5,1
restaurant,S198,16-03-23,2:55:00 PM,3,8
S199,S199,16-03-22,4:26:00 AM,5,12
S200,S200,16-03-20,9:12:00 AM,2,6
restaurant,L43,16-03-26,12:29:00 PM,5,15
L49,L49,16-03-27,5:36:00 PM,3,15
L49,L49,16-03-27,6:09:00 PM,2,13
N123,N123,16-02-19,5:06:00 PM,1,10
L68,L68,16-01-24,1:58:00 AM,1,4
restaurant,L68,16-01-18,1:50:00 PM,2,8
L68,L68,16-01-15,4:12:00 AM,2,15
restaurant,L68,16-01-20,5:48:00 AM,2,10
L68,L68,16-01-23,11:16:00 PM,4,15
restaurant,L68,16-01-18,9:17:00 PM,2,8
S120,S120,16-02-23,11:52:00 AM,2,12
S120,S120,16-02-21,8:30:00 PM,2,6
restaurant,S121,16-02-23,8:27:00 PM,5,3
S121,S121,16-02-27,11:15:00 PM,3,11
restaurant,S122,16-02-23,6:40:00 AM,3,10
restaurant,S122,16-02-21,1:05:00 AM,1,4
S205,S205,16-03-24,6:01:00 AM,5,0
restaurant,S206,16-03-21,12:07:00 AM,2,2
restaurant,S206,16-03-19,10:40:00 PM,2,11
S208,S208,16-03-19,6:28:00 PM,5,7
S208,S208,16-03-19,1:54:00 PM,3,7
restaurant,D81,16-02-26,1:18:00 PM,2,4
restaurant,N127,16-02-18,1:42:00 AM,2,15
restaurant,L46,16-01-31,9:22:00 PM,2,1
restaurant,L49,16-01-29,6:22:00 PM,4,11
L49,L49,16-01-31,4:51:00 PM,5,15
restaurant,L49,16-01-29,6:48:00 AM,3,6
L49,L49,16-01-28,7:56:00 AM,5,5
restaurant,S140,16-03-03,10:04:00 AM,3,0
restaurant,S140,16-03-03,7:41:00 PM,2,10
S141,S141,16-03-05,12:09:00 PM,3,2
S141,S141,16-03-02,10:55:00 PM,3,12
S141,S141,16-03-08,9:57:00 PM,5,13
restaurant,L38,16-02-21,5:44:00 AM,1,15
L39,L39,16-02-23,2:37:00 AM,2,3
restaurant,L39,16-02-23,4:05:00 PM,3,10
restaurant,S127,16-02-29,11:49:00 AM,5,11
S128,S128,16-03-02,1:49:00 PM,4,15
S129,S129,16-02-28,6:55:00 PM,3,7
restaurant,S126,16-01-26,11:31:00 PM,5,5
S128,S128,16-01-25,6:26:00 PM,2,3
restaurant,S211,16-03-24,5:06:00 PM,5,9
S212,S212,16-03-20,12:18:00 PM,4,2
D75,D75,16-03-29,10:20:00 AM,1,4
L40,L40,16-01-07,1:11:00 PM,2,2
restaurant,L40,16-01-07,1:02:00 PM,1,6
L40,L40,16-01-09,7:39:00 AM,5,8
L40,L40,16-01-06,12:31:00 AM,4,12
restaurant,L40,16-01-11,6:55:00 PM,5,10
restaurant,L40,16-01-09,5:56:00 AM,2,8
L55,L55,16-01-16,2:11:00 PM,5,5
restaurant,L55,16-01-15,8:07:00 PM,2,10
restaurant,S80,16-01-05,11:17:00 AM,3,8
S81,S81,16-01-08,12:31:00 AM,4,14
L58,L58,16-02-07,12:13:00 PM,3,13
restaurant,L58,16-02-06,7:53:00 PM,4,15
restaurant,L58,16-02-02,1:03:00 AM,1,12
L58,L58,16-02-03,7:22:00 AM,4,12
restaurant,L59,16-02-03,10:21:00 PM,1,4
restaurant,L58,16-03-19,7:20:00 PM,4,1
restaurant,L58,16-03-27,7:35:00 AM,3,10
L58,L58,16-03-18,6:08:00 AM,4,2
restaurant,L58,16-03-26,4:22:00 AM,3,12
L58,L58,16-03-21,11:23:00 AM,2,12
restaurant,L58,16-03-14,10:10:00 PM,3,4
restaurant,L59,16-03-28,2:13:00 AM,4,9
restaurant,L59,16-03-15,4:35:00 AM,2,15
restaurant,L59,16-03-14,12:15:00 AM,5,4
restaurant,L59,16-03-16,10:17:00 PM,3,0
restaurant,L59,16-03-23,4:12:00 PM,4,7
restaurant,L59,16-03-13,2:36:00 PM,2,11
L59,L59,16-03-19,10:51:00 AM,5,6
L70,L70,16-03-08,5:50:00 PM,4,15
restaurant,L70,16-03-08,12:09:00 PM,3,7
restaurant,L71,16-03-05,4:18:00 AM,4,1
N179,N179,16-03-16,9:22:00 AM,4,10
restaurant,N181,16-03-25,6:04:00 AM,1,11
restaurant,S173,16-01-16,8:38:00 PM,4,14
restaurant,S173,16-01-11,1:22:00 PM,4,8
S173,S173,16-01-19,9:13:00 PM,1,2
restaurant,S174,16-01-18,8:04:00 AM,5,15
restaurant,S174,16-01-11,8:55:00 AM,3,14
S174,S174,16-01-18,2:21:00 PM,5,15
S175,S175,16-01-10,3:32:00 AM,5,2
restaurant,S175,16-01-12,3:33:00 AM,2,4
restaurant,S175,16-01-11,1:15:00 PM,2,4
L54,L54,16-01-21,12:45:00 AM,5,3
restaurant,L25,16-02-20,9:22:00 PM,4,10
restaurant,L72,16-03-03,6:26:00 PM,2,6
L72,L72,16-03-09,8:52:00 AM,4,12
L72,L72,16-03-02,6:42:00 PM,2,14
L72,L72,16-03-01,2:42:00 PM,5,14
L72,L72,16-03-04,5:27:00 AM,1,9
L72,L72,16-03-03,12:51:00 AM,2,13
restaurant,L56,16-01-13,7:03:00 PM,2,8
restaurant,L56,16-01-09,6:26:00 AM,1,11
restaurant,L56,16-01-14,11:37:00 AM,5,11
restaurant,D85,16-02-09,1:52:00 AM,5,4
D85,D85,16-02-22,2:51:00 AM,1,15
D86,D86,16-02-20,12:28:00 PM,1,9
N111,N111,16-01-25,2:10:00 AM,5,7
restaurant,N112,16-01-29,2:58:00 PM,2,12
N113,N113,16-01-25,4:33:00 PM,5,2
restaurant,L60,16-03-10,8:35:00 PM,5,13
restaurant,L61,16-03-10,3:11:00 PM,3,10
restaurant,L47,16-04-06,1:26:00 AM,5,14
L47,L47,16-04-04,12:34:00 PM,2,14
L48,L48,16-04-04,6:30:00 PM,4,13
L48,L48,16-03-31,10:02:00 PM,2,5
restaurant,L48,16-04-04,6:35:00 AM,5,7
restaurant,S136,16-02-05,6:40:00 AM,4,13
restaurant,S132,16-01-19,2:46:00 PM,1,6
S137,S137,16-01-22,8:27:00 PM,1,14
restaurant,L50,16-02-02,4:12:00 PM,5,8
restaurant,L50,16-02-02,6:37:00 PM,3,0
restaurant,L50,16-02-16,7:56:00 PM,2,13
restaurant,L50,16-02-16,9:02:00 PM,4,9
restaurant,L50,16-02-15,11:35:00 PM,2,1
restaurant,D64,16-03-08,7:19:00 PM,5,2
D65,D65,16-03-03,12:44:00 AM,3,10
L53,L53,16-01-28,6:51:00 PM,1,3
restaurant,L53,16-01-28,3:09:00 PM,3,5
L42,L42,16-02-28,10:00:00 AM,4,15
restaurant,L43,16-02-29,1:16:00 PM,5,9
L60,L60,16-01-14,3:33:00 PM,3,2
restaurant,L65,16-01-15,7:05:00 AM,1,13
L68,L68,16-03-17,11:13:00 PM,3,2
restaurant,L68,16-03-17,1:11:00 PM,1,4
restaurant,L69,16-03-14,12:41:00 PM,3,9
restaurant,L73,16-03-05,12:27:00 AM,2,5
restaurant,L74,16-03-02,6:02:00 PM,3,2
restaurant,L74,16-03-03,5:17:00 PM,3,14
restaurant,L74,16-03-06,6:48:00 AM,1,8
L60,L60,16-03-20,3:47:00 AM,3,9
restaurant,L60,16-03-20,7:20:00 AM,5,13
L60,L60,16-03-16,11:54:00 PM,4,11
restaurant,L60,16-03-25,10:29:00 PM,2,14
L60,L60,16-03-25,12:03:00 PM,1,13
restaurant,L60,16-03-24,8:04:00 PM,2,7
restaurant,L60,16-03-19,2:34:00 PM,3,10
restaurant,L61,16-03-16,5:08:00 AM,2,10
L61,L61,16-03-17,9:44:00 AM,3,5
restaurant,L61,16-03-17,10:43:00 AM,3,4
L61,L61,16-03-20,1:49:00 PM,1,6
restaurant,L61,16-03-24,3:02:00 PM,5,13
restaurant,L61,16-03-22,2:39:00 PM,3,10
restaurant,L61,16-03-18,7:58:00 AM,5,8
L61,L61,16-03-28,3:54:00 PM,1,2
restaurant,S85,16-01-07,6:04:00 AM,1,15
S85,S85,16-01-01,8:15:00 PM,1,4
S86,S86,16-01-06,9:59:00 PM,3,5
S137,S137,16-03-16,8:16:00 AM,2,7
S138,S138,16-03-12,8:30:00 PM,1,0
S140,S140,16-03-13,4:01:00 PM,4,12
restaurant,L55,16-01-08,11:56:00 PM,3,6
restaurant,L55,16-01-08,6:48:00 AM,4,14
restaurant,L32,16-03-01,2:06:00 PM,5,14
restaurant,L33,16-03-04,3:34:00 PM,2,13
S141,S141,16-03-18,5:54:00 AM,4,14
S136,S136,16-02-08,6:59:00 PM,3,14
S137,S137,16-02-13,7:54:00 PM,3,3
L64,L64,16-01-17,7:33:00 AM,5,11
L64,L64,16-01-17,8:12:00 AM,2,7
L69,L69,16-01-21,3:46:00 AM,2,3
L52,L52,16-02-17,10:48:00 PM,2,14
L52,L52,16-02-19,11:25:00 PM,5,14
L75,L75,16-03-07,9:44:00 AM,4,2
L53,L53,16-02-15,1:22:00 AM,1,5
restaurant,L53,16-02-20,11:17:00 PM,1,8
L53,L53,16-02-20,10:03:00 AM,5,7
restaurant,L63,16-03-10,11:19:00 AM,5,1
S143,S143,16-03-19,7:33:00 AM,4,12
restaurant,S144,16-03-16,11:25:00 PM,2,0
L70,L70,16-01-30,8:36:00 PM,3,0
L70,L70,16-02-01,2:21:00 AM,4,9
restaurant,S94,16-02-17,6:58:00 AM,4,10
S96,S96,16-02-18,6:29:00 PM,3,1
S98,S98,16-02-24,8:59:00 AM,5,14
restaurant,S100,16-02-16,7:28:00 PM,1,11
S100,S100,16-02-20,3:39:00 AM,4,6
restaurant,S100,16-02-18,3:00:00 AM,1,4
S101,S101,16-02-24,4:31:00 AM,3,13
S102,S102,16-02-19,6:12:00 PM,1,8
S138,S138,16-02-07,10:05:00 AM,5,4
restaurant,L57,16-01-12,3:34:00 PM,3,4
restaurant,L53,16-02-26,10:41:00 AM,3,8
L53,L53,16-02-28,5:59:00 PM,4,7
restaurant,L53,16-02-27,1:03:00 AM,5,4
